#{"t_start": 1763983376.0833972, "env_id": "None"}
r,l,t
0.284493,24,0.087647
-1.319059,24,0.159586
-0.174415,24,0.251994
3.426343,24,0.338601
1.74123,24,0.458616
-1.686018,24,0.788611
1.015791,24,0.869951
-0.109137,24,0.946753
-0.165536,24,1.035624
2.15335,24,1.119307
3.532376,24,1.507609
1.504619,24,1.57702
-1.559723,24,1.652959
2.240269,24,1.736441
1.07268,24,1.803055
-0.524134,24,1.879647
-0.565054,24,2.239808
1.743008,24,2.310269
-0.361769,24,2.409089
2.322891,24,2.517786
0.203147,24,2.588613
-0.738693,24,2.928588
1.138149,24,3.003157
-0.695226,24,3.078608
0.942904,24,3.156679
1.001584,24,3.234304
1.121695,24,3.611769
1.550653,24,3.688606
-0.382677,24,3.758732
-0.671984,24,3.838717
1.182257,24,3.915574
0.520562,24,4.020486
0.335397,24,4.414397
0.568194,24,4.478595
1.394,24,4.558574
-0.183056,24,4.638834
1.445563,24,4.702485
0.974156,24,5.038948
-0.886008,24,5.107647
-1.124815,24,5.178756
0.130526,24,5.251012
2.087324,24,5.319556
0.685166,24,5.66751
-1.315545,24,5.740043
0.730768,24,5.818604
1.918245,24,5.887644
-0.652486,24,5.976685
-0.954815,24,6.065551
0.194354,24,6.439765
-2.537014,24,6.519031
0.800296,24,6.587504
2.774773,24,6.668866
-0.306107,24,6.75865
0.460549,24,7.136405
0.12817,24,7.201867
-1.761189,24,7.278658
2.049521,24,7.350733
0.739286,24,7.427893
1.19521,24,7.788786
0.630214,24,7.87265
2.367706,24,7.939675
0.991795,24,8.008593
2.033632,24,8.091477
1.982597,24,8.209328
-0.386914,24,8.606473
2.409386,24,8.685268
-1.175529,24,8.759652
2.471873,24,8.840922
0.043487,24,8.915405
2.372252,24,9.283062
1.059185,24,9.377976
0.209652,24,9.457586
-0.950318,24,9.528867
2.415347,24,9.625122
0.96842,24,9.959116
1.577661,24,10.037939
0.308247,24,10.109472
-1.435672,24,10.188705
-0.037948,24,10.251664
0.830697,24,10.320276
1.701468,24,10.697654
-1.384775,24,10.769501
-0.409336,24,10.841422
1.469899,24,10.906754
2.523527,24,10.978637
1.147183,24,11.358609
0.036455,24,11.434026
2.131882,24,11.50862
2.793414,24,11.583937
0.829447,24,11.659016
-0.617943,24,12.033298
1.755211,24,12.106659
-0.133663,24,12.183088
-0.307209,24,12.266316
0.357285,24,12.338699
0.074131,24,12.420584
1.793067,24,12.772862
0.029702,24,12.851753
1.15693,24,12.926805
-0.508073,24,12.999452
0.839951,24,13.086397
-0.714543,24,13.428617
1.23171,24,13.500616
2.93894,24,13.572937
0.350047,24,13.651965
1.009609,24,13.728687
2.876306,24,14.088594
-0.615973,24,14.172763
1.7709,24,14.251309
-0.073008,24,14.319341
-0.537826,24,14.413297
0.401633,24,14.506468
-1.246884,24,14.872739
-0.89176,24,14.952354
0.995287,24,15.016963
1.024238,24,15.096364
1.174584,24,15.168627
1.926612,24,15.534856
-0.310257,24,15.599828
-1.013816,24,15.669076
2.492916,24,15.738739
-1.126279,24,15.808622
0.110121,24,16.158909
1.299444,24,16.249333
0.914413,24,16.33268
1.159457,24,16.399739
0.805038,24,16.458712
2.503294,24,16.528703
0.017288,24,16.901859
1.694885,24,16.978673
2.714774,24,17.051856
1.580917,24,17.127657
-1.716244,24,17.198701
0.032114,24,17.54946
0.886001,24,17.619093
1.190124,24,17.702712
-0.596118,24,17.773196
0.451351,24,17.856482
-0.997727,24,18.20864
0.86504,24,18.288752
1.57914,24,18.372796
0.517045,24,18.443489
1.277429,24,18.508638
0.799356,24,18.589551
0.965783,24,18.951795
-0.956724,24,19.0231
-1.03887,24,19.100623
1.334246,24,19.172929
-0.46619,24,19.239692
0.336058,24,19.608618
1.163006,24,19.683625
1.065286,24,19.751008
1.435272,24,19.818767
0.339147,24,19.888595
1.853909,24,20.272405
2.829815,24,20.345421
1.180991,24,20.427707
1.647649,24,20.530393
-0.759061,24,20.608692
1.464798,24,20.68823
1.656005,24,21.061611
1.242975,24,21.138668
1.137596,24,21.518251
1.97404,24,21.718833
0.918088,24,21.788641
0.135707,24,22.184382
0.194055,24,22.258664
2.613983,24,22.3376
0.406146,24,22.402316
2.725117,24,22.479666
3.03472,24,22.817844
0.944504,24,22.887663
-1.841178,24,22.958698
0.815683,24,23.036397
2.13944,24,23.122859
-1.335874,24,23.223047
2.315842,24,23.604579
1.470557,24,23.690992
-0.788493,24,23.755713
0.123641,24,23.82282
2.427904,24,23.897595
3.24979,24,24.251986
-0.918575,24,24.308625
0.674666,24,24.387665
1.662681,24,24.452224
-0.246268,24,24.534589
1.641173,24,24.888663
-0.419064,24,24.966683
-1.381758,24,25.03774
1.073923,24,25.108693
2.318495,24,25.184688
1.670298,24,25.268644
0.467327,24,25.658751
1.008822,24,25.72605
0.361491,24,25.788689
0.98958,24,25.858657
0.881853,24,25.926683
0.392775,24,26.276591
0.853903,24,26.349954
2.30975,24,26.419479
1.086408,24,26.486437
-1.207246,24,26.566664
1.888801,24,26.918777
-0.179035,24,26.995764
0.987112,24,27.072986
1.5352,24,27.150055
3.196054,24,27.224009
-0.701675,24,27.290848
-0.197328,24,27.642094
2.607669,24,27.712745
0.014566,24,27.787641
2.047807,24,27.858673
1.360605,24,27.938742
-1.24407,24,28.278626
1.687121,24,28.349858
1.060076,24,28.424309
-2.054375,24,28.489306
0.911281,24,28.557806
1.261781,24,28.896634
0.259605,24,28.957692
1.753095,24,29.028777
1.729657,24,29.088633
0.751033,24,29.160609
2.107712,24,29.228618
0.033266,24,29.587749
-0.229264,24,29.665417
0.523502,24,29.738709
2.937134,24,29.808686
2.758417,24,29.888855
2.680135,24,30.249883
1.609766,24,30.326585
0.502365,24,30.389758
0.97795,24,30.467603
1.322881,24,30.533288
2.48593,24,30.88238
-0.846306,24,30.959646
0.773724,24,31.033896
1.643666,24,31.101352
0.671014,24,31.184611
1.403526,24,31.258629
1.45547,24,31.657636
1.754492,24,31.735022
-0.457391,24,31.807654
-0.849592,24,31.877743
0.940388,24,31.938814
2.735382,24,32.308626
1.398799,24,32.372937
1.303866,24,32.451145
1.098406,24,32.527671
2.742885,24,32.588703
0.134971,24,32.973703
1.146993,24,33.038674
1.638206,24,33.11868
0.846397,24,33.19056
-0.369224,24,33.257825
1.482119,24,33.334049
-0.750599,24,33.688228
0.557754,24,33.750723
