#{"t_start": 1763984628.9535975, "env_id": "None"}
r,l,t
-0.459543,24,0.181572
1.645857,24,0.249926
1.2271,24,0.3346
1.635782,24,0.454413
-0.472418,24,0.589896
-1.437991,24,0.667488
1.004452,24,0.729942
-0.22452,24,0.797822
0.743731,24,0.86773
1.044575,24,0.940284
-1.521864,24,1.006131
1.925736,24,1.189589
1.76761,24,1.273475
2.906165,24,1.34281
1.390832,24,1.410915
1.217556,24,1.497899
-1.192377,24,1.559937
-1.544738,24,1.648925
-0.506457,24,1.729931
0.060887,24,1.77989
-1.162576,24,1.859911
0.895331,24,1.923576
1.785597,24,2.008066
2.131977,24,2.086729
-0.68383,24,2.152451
0.374649,24,2.211497
-0.41021,24,2.272569
0.51009,24,2.45347
2.387494,24,2.883006
1.357499,24,2.958899
0.432192,24,3.028911
-0.285638,24,3.098891
0.405275,24,3.158013
-0.168565,24,3.227989
-0.567316,24,3.290202
2.162171,24,3.3524
2.061737,24,3.409871
1.307131,24,3.490256
1.459681,24,3.577679
-1.208893,24,3.655951
-0.639662,24,3.723217
1.392699,24,3.799861
-0.407307,24,3.872722
-0.391974,24,3.943769
1.116638,24,4.009833
0.837934,24,4.073797
1.265384,24,4.152667
-1.811011,24,4.230634
-0.461831,24,4.317986
1.059882,24,4.402261
0.532499,24,4.479893
-0.120959,24,4.552088
1.891171,24,4.707618
0.48508,24,4.827814
-1.197234,24,5.009481
-1.782167,24,5.32712
-0.478783,24,5.542145
1.10543,24,5.685386
-1.459255,24,5.757071
-0.005193,24,5.812188
1.442632,24,5.889587
1.038744,24,5.989689
-0.488351,24,6.079927
0.069577,24,6.139862
-1.015454,24,6.209885
-0.034838,24,6.302932
2.477476,24,6.390062
0.752917,24,6.476217
1.274205,24,6.558897
3.636035,24,6.61781
1.156442,24,6.679473
-1.660514,24,6.758988
0.723876,24,6.850012
0.7607,24,6.930214
0.163186,24,6.989102
-0.635434,24,7.059894
0.265177,24,7.139027
0.136046,24,7.210064
-0.918019,24,7.27807
1.037673,24,7.359895
1.604649,24,7.422811
0.483399,24,7.48908
-0.600539,24,7.562913
-0.170796,24,7.640087
3.484411,24,7.708941
-0.311153,24,7.772284
0.863414,24,7.850383
0.585992,24,7.90998
-0.999881,24,7.972298
2.257428,24,8.040638
2.140856,24,8.138384
1.690965,24,8.229958
0.529452,24,8.305834
-0.982977,24,8.381931
1.259258,24,8.44447
-0.609095,24,8.517197
1.284238,24,8.648039
1.003443,24,8.792123
2.130793,24,8.897123
-0.807141,24,8.959901
-0.001822,24,9.029939
0.82568,24,9.106124
1.354403,24,9.199132
0.052085,24,9.268951
0.075359,24,9.349912
-1.228497,24,9.419934
1.272686,24,9.48999
-1.478843,24,9.559901
-2.280127,24,9.642034
2.456834,24,9.704634
1.160676,24,9.772296
0.380229,24,9.829912
0.827727,24,9.898063
1.856322,24,9.962776
1.17966,24,10.065415
-0.751831,24,10.236259
-1.142512,24,10.398918
1.647329,24,10.507676
-0.307176,24,10.578923
1.515247,24,10.719086
1.286488,24,10.829787
2.47847,24,10.957629
-0.493068,24,11.031964
0.305088,24,11.119898
1.671913,24,11.188936
1.11303,24,11.270385
0.961005,24,11.358163
0.759638,24,11.429942
0.707992,24,11.493571
-0.172996,24,11.557729
1.213592,24,11.629944
0.369286,24,11.709945
-0.273786,24,11.759892
1.568718,24,11.828252
1.828771,24,11.881916
1.772227,24,11.949934
-1.520618,24,12.021626
-1.839146,24,12.08996
0.544059,24,12.170302
1.772561,24,12.227818
-0.513909,24,12.305406
1.21693,24,12.3908
-1.320166,24,12.462525
2.80097,24,12.521099
0.197463,24,12.588772
3.674155,24,12.659995
1.429271,24,12.722993
0.150605,24,12.788865
1.951056,24,12.855283
0.963007,24,12.918289
1.116024,24,12.979912
2.214789,24,13.039921
2.54062,24,13.111196
-0.407538,24,13.1721
1.361269,24,13.242919
0.467942,24,13.313673
1.414737,24,13.373459
0.988949,24,13.436211
-0.870464,24,13.501356
1.404381,24,13.560004
1.248769,24,13.629969
-0.684635,24,13.704902
2.383772,24,13.77213
0.807129,24,13.829867
1.092924,24,13.8835
-1.83384,24,13.950158
1.840754,24,14.02991
0.96708,24,14.11015
-0.633316,24,14.189251
0.515804,24,14.256028
0.535396,24,14.323024
2.051868,24,14.388763
1.689188,24,14.458754
1.914136,24,14.521999
1.74437,24,14.589984
1.376318,24,14.650306
0.279025,24,14.709958
1.063994,24,14.788939
0.904885,24,14.859914
-0.643694,24,14.925096
1.920695,24,15.004423
-1.047432,24,15.059026
0.411648,24,15.148877
-1.223017,24,15.236478
0.271278,24,15.319813
2.298073,24,15.385697
2.409822,24,15.448859
1.247085,24,15.639264
1.911859,24,15.783158
0.674907,24,15.946797
0.434005,24,16.031687
1.911654,24,16.140392
0.816768,24,16.260323
-0.388088,24,16.394658
-1.215388,24,16.471328
0.757736,24,16.537175
-0.201511,24,16.609965
1.037907,24,16.66996
2.84695,24,16.755962
1.802032,24,16.829946
1.541666,24,16.890954
0.081954,24,16.95993
-0.171671,24,17.021885
1.725924,24,17.088961
1.654457,24,17.152644
-0.057513,24,17.239948
0.778465,24,17.309888
-0.867383,24,17.375401
1.145376,24,17.457943
-1.343452,24,17.521882
2.506475,24,17.589952
-0.963143,24,17.654298
0.865762,24,17.721856
0.458249,24,17.781274
-2.239853,24,17.855258
-0.41889,24,17.927995
-0.72214,24,17.990367
3.545698,24,18.055278
0.647264,24,18.10994
1.689113,24,18.159897
1.607814,24,18.239107
0.881509,24,18.297908
-1.819333,24,18.359873
2.231533,24,18.409934
0.221969,24,18.475384
-0.542375,24,18.532389
2.239425,24,18.590765
0.10022,24,18.659914
2.638827,24,18.721844
1.638554,24,18.805246
-0.117132,24,18.899936
3.104997,24,18.971782
2.015987,24,19.029882
3.404549,24,19.089895
2.800803,24,19.142104
2.629049,24,19.209918
1.666107,24,19.278908
1.508147,24,19.363264
1.26213,24,19.439189
0.785557,24,19.557981
-1.372227,24,19.680264
2.513016,24,19.794839
2.162514,24,19.869948
-0.492851,24,19.948906
-0.672025,24,20.021743
-1.193716,24,20.089876
1.244404,24,20.161033
1.34869,24,20.221755
1.058572,24,20.304175
-0.156006,24,20.372754
1.186227,24,20.460372
0.04312,24,20.521768
-0.484677,24,20.59101
0.747274,24,20.655119
0.513115,24,20.729913
-0.430195,24,20.78987
1.607834,24,20.858907
1.68322,24,20.959858
1.967918,24,21.110617
1.289018,24,21.27129
0.005993,24,21.37171
1.219205,24,21.474132
1.063732,24,21.581909
0.308683,24,21.700445
1.31842,24,21.800012
0.759804,24,21.86409
0.507317,24,21.935499
0.751793,24,22.011059
0.413024,24,22.080841
2.717759,24,22.131589
2.444226,24,22.220664
2.381064,24,22.299902
0.256209,24,22.370669
2.750437,24,22.430956
-0.46552,24,22.497697
0.067923,24,22.558901
1.077721,24,22.624053
-0.63202,24,22.690438
-0.729491,24,22.754061
2.106053,24,22.809437
1.997105,24,22.863063
0.454311,24,22.938857
0.960349,24,23.005042
-0.227299,24,23.06895
1.956876,24,23.139893
1.659689,24,23.208946
0.447582,24,23.279913
-0.430148,24,23.339932
0.412723,24,23.40246
0.208564,24,23.458899
1.523981,24,23.529953
0.092671,24,23.605019
1.332495,24,23.673811
1.587147,24,23.738936
1.293749,24,23.805033
-0.11081,24,23.867613
1.461819,24,23.941803
1.430127,24,24.029927
-1.021108,24,24.120598
1.938525,24,24.191693
1.524268,24,24.274256
0.702539,24,24.338881
0.622948,24,24.400714
-0.162312,24,24.459903
0.410027,24,24.530658
0.519657,24,24.651319
0.206722,24,24.794342
2.087058,24,24.940829
0.995186,24,25.048023
2.263931,24,25.128632
1.446648,24,25.217782
0.589445,24,25.322983
-0.229809,24,25.412914
-0.189682,24,25.489069
0.669648,24,25.571352
-1.057099,24,25.640573
0.114324,24,25.721486
1.684694,24,25.797452
2.39733,24,25.918121
1.517328,24,26.096136
-0.567076,24,26.249971
0.082579,24,26.364944
0.089927,24,26.585407
-0.603959,24,27.201589
-0.49575,24,27.36297
-0.606728,24,27.524695
2.163881,24,27.689014
-0.695746,24,27.803038
1.182277,24,27.898903
0.122646,24,27.979933
0.658712,24,28.06785
0.711865,24,28.156331
-0.582661,24,28.25702
0.60489,24,28.377755
0.850027,24,28.457717
0.20753,24,28.527055
1.910632,24,28.60469
0.840402,24,28.690097
0.264241,24,28.804468
0.220188,24,28.938093
1.170838,24,29.09011
2.38503,24,29.209128
-0.180528,24,29.339839
0.720657,24,29.447655
-1.17,24,29.528064
0.774024,24,29.678974
0.788807,24,29.827884
1.259594,24,29.931257
1.089575,24,30.00575
0.482967,24,30.071662
1.664482,24,30.154728
0.748932,24,30.220945
-0.269311,24,30.301551
2.26474,24,30.847042
1.373597,24,31.144369
-1.374474,24,31.535823
-1.316329,24,31.852075
0.319657,24,32.047773
2.106815,24,32.553262
0.709164,24,33.212638
2.013012,24,33.382454
0.084152,24,33.502723
0.666088,24,33.706696
1.537931,24,33.854524
1.440036,24,33.927463
0.924499,24,34.016628
-0.793764,24,34.105971
3.427032,24,34.183156
-0.308325,24,34.272674
-0.569097,24,34.339952
0.028373,24,34.422324
0.029904,24,34.505411
0.422482,24,34.591307
-1.497358,24,34.670839
1.791753,24,34.758481
1.56294,24,34.861978
-0.553295,24,34.951932
1.544568,24,35.030985
1.940769,24,35.119934
1.913333,24,35.179888
2.419547,24,35.27017
-0.389374,24,35.40274
3.558734,24,35.524118
1.416533,24,35.645144
-2.109164,24,35.741616
-0.138877,24,35.842652
2.099938,24,35.937818
-1.838842,24,36.405654
-0.970263,24,36.770384
1.938787,24,37.115908
1.466548,24,37.499498
-1.482203,24,37.633008
2.926664,24,37.709248
0.925852,24,37.783248
-0.705542,24,37.859917
-0.972988,24,37.929998
0.917612,24,38.01806
0.485737,24,38.08992
0.727207,24,38.152474
0.92452,24,38.222791
0.729198,24,38.298043
1.857131,24,38.403988
1.654507,24,38.471987
2.284394,24,38.55241
1.348893,24,38.628976
1.619035,24,38.711756
0.934461,24,38.798914
0.247726,24,38.876249
1.631434,24,38.940066
-0.555053,24,39.002525
1.052204,24,39.069906
-1.044876,24,39.136722
-0.133607,24,39.205242
1.630699,24,39.270294
2.53283,24,39.359282
0.11606,24,39.455049
1.257488,24,39.559932
-0.553462,24,39.768058
2.336378,24,39.889337
1.985572,24,39.965713
0.698743,24,40.128974
2.548838,24,40.239276
0.39564,24,40.44454
0.824597,24,40.613946
1.22495,24,40.752378
-0.957429,24,40.902468
-1.507712,24,41.039151
0.285036,24,41.160045
0.405902,24,41.323916
-0.438893,24,41.460624
0.397706,24,41.570942
1.005487,24,41.711736
-0.16419,24,41.83792
0.293287,24,41.952692
-0.680037,24,42.124943
1.855877,24,42.259909
2.1919,24,42.371091
1.932244,24,42.619915
2.25412,24,42.733695
2.483411,24,42.839778
-0.284447,24,43.206159
0.243608,24,43.543126
0.689034,24,44.117924
0.712389,24,45.647681
0.712954,24,46.620641
0.3858,24,46.899221
2.988989,24,47.078244
1.882618,24,47.25991
1.341868,24,47.390509
1.25172,24,47.53896
0.820403,24,47.698158
0.874883,24,47.873684
2.453195,24,48.061532
-0.599677,24,48.234989
0.005266,24,48.363909
2.291266,24,48.516725
0.234943,24,48.711696
-0.32682,24,48.953791
0.824051,24,49.108971
1.101141,24,49.286082
0.543937,24,49.389973
-0.286808,24,49.531904
-0.331535,24,49.650427
0.634481,24,49.752898
-1.718874,24,49.891092
-0.861779,24,50.0099
