#{"t_start": 1763984884.5093458, "env_id": "None"}
r,l,t
2.363091,24,0.177808
-1.322782,24,0.305809
0.475329,24,0.43201
1.519645,24,0.565406
-1.296573,24,0.685398
-0.146191,24,0.805285
-2.691624,24,0.92885
0.555435,24,1.050959
0.308067,24,1.185393
2.004761,24,1.305417
2.447601,24,1.435452
-1.66536,24,1.583799
0.201466,24,1.704254
1.53629,24,1.818685
0.645132,24,1.935629
-0.510988,24,2.06587
-1.58414,24,2.175867
0.036412,24,2.29546
2.228574,24,2.423705
2.200943,24,2.536379
1.949366,24,2.682234
0.601803,24,2.80536
-0.071279,24,2.923504
1.841162,24,3.046424
-1.307231,24,3.155523
2.426168,24,3.293506
0.201527,24,3.405669
-1.154051,24,3.53448
0.790165,24,3.674558
1.959411,24,3.809582
2.307275,24,3.925398
0.455584,24,4.033974
-1.640747,24,4.158421
0.595368,24,4.275402
1.745827,24,4.375739
-1.141315,24,4.495309
-0.088493,24,4.623857
1.4549,24,4.755507
-0.051345,24,4.865328
-0.654979,24,4.975351
0.80068,24,5.085404
0.450158,24,5.215236
0.227508,24,5.340275
-0.142849,24,5.456402
3.899572,24,5.55647
-0.363074,24,5.689307
1.528008,24,5.81354
0.871103,24,5.935409
1.250936,24,6.065357
0.448306,24,6.188992
1.604483,24,6.315435
-0.679322,24,6.443093
1.033289,24,6.565386
1.44658,24,6.705344
1.024269,24,6.82468
1.007343,24,6.953326
0.900876,24,7.056154
1.329698,24,7.175361
-0.021125,24,7.29653
-0.204247,24,7.405389
0.436992,24,7.528793
1.572807,24,7.656968
1.879396,24,7.795466
1.969922,24,7.915412
0.674553,24,8.063112
0.723274,24,8.18875
2.484947,24,8.315477
1.43143,24,8.435417
2.59956,24,8.546769
-1.400142,24,8.655331
-0.047072,24,8.796914
-0.603011,24,8.915524
0.561461,24,9.025095
-0.008721,24,9.137743
-1.176267,24,9.243146
1.470227,24,9.365361
1.349054,24,9.496448
2.185323,24,9.622084
-0.224539,24,9.743424
3.055017,24,9.857344
1.498584,24,9.966336
-0.276101,24,10.08862
1.743139,24,10.215358
-0.181301,24,10.337565
2.940741,24,10.449555
-0.040524,24,10.568493
-0.49571,24,10.68882
0.774553,24,10.805379
1.303143,24,10.928308
3.456014,24,11.047396
-0.499974,24,11.176377
-1.861351,24,11.305331
3.011917,24,11.427225
0.361675,24,11.553867
0.916073,24,11.664343
0.033494,24,11.785614
0.981397,24,11.897457
2.700054,24,12.015519
3.159512,24,12.135736
0.389585,24,12.255343
-2.093777,24,12.374369
3.091833,24,12.497476
1.016993,24,12.62567
0.111256,24,12.755415
-1.117254,24,12.880966
1.603158,24,13.00029
2.78303,24,13.12615
0.824066,24,13.283508
0.874575,24,13.397175
0.020483,24,13.508174
1.479996,24,13.623574
0.182131,24,13.747191
0.614676,24,13.864465
1.214609,24,13.985589
2.26568,24,14.105723
0.344866,24,14.234401
1.130404,24,14.346944
-1.304065,24,14.484053
0.726108,24,14.605702
1.294679,24,14.725401
-0.953705,24,14.864375
0.180551,24,14.984408
-1.603275,24,15.116407
1.39195,24,15.225375
-1.310577,24,15.34362
2.208564,24,15.455497
-0.066099,24,15.588385
2.425738,24,15.715445
0.99369,24,15.855376
0.631024,24,15.964377
0.71291,24,16.088359
1.403833,24,16.205395
1.633816,24,16.337461
2.266263,24,16.465162
2.02474,24,16.58481
-0.266425,24,16.715466
1.342477,24,16.819364
0.851953,24,16.948458
0.304846,24,17.075738
3.016575,24,17.183478
-0.594755,24,17.297579
-2.041808,24,17.425333
2.139702,24,17.565439
-1.615416,24,17.687222
-1.246929,24,17.794379
1.329551,24,17.925363
-0.471843,24,18.047448
-1.248884,24,18.171559
-0.470924,24,18.288222
-1.586349,24,18.388677
1.848354,24,18.506356
3.200649,24,18.638288
0.201254,24,18.765179
1.925618,24,18.885413
0.20785,24,18.985407
0.253461,24,19.097382
2.223318,24,19.228957
1.473192,24,19.355428
1.751302,24,19.471498
0.628158,24,19.588129
2.545425,24,19.705424
1.33572,24,19.815534
-0.056078,24,19.943254
3.250773,24,20.056878
1.600593,24,20.173584
0.630675,24,20.29694
-0.241314,24,20.415455
1.205524,24,20.54693
2.840901,24,20.675405
-1.473324,24,20.796508
2.534688,24,20.905989
-1.300167,24,21.02437
0.082265,24,21.147455
1.390974,24,21.272189
0.947805,24,21.375499
2.275929,24,21.505369
1.585436,24,21.61638
1.36137,24,21.746914
-0.413308,24,21.864667
-0.853241,24,21.988745
0.108556,24,22.115493
0.746647,24,22.244373
1.802483,24,22.498279
2.483058,24,22.617124
2.461218,24,22.734154
1.627118,24,22.855735
1.310339,24,22.985628
2.323125,24,23.11546
2.090635,24,23.253359
2.898045,24,23.363337
1.129667,24,23.484418
-0.52603,24,23.604316
-1.645532,24,23.71595
1.019736,24,23.825367
0.445455,24,23.925421
-0.664212,24,24.044359
0.382473,24,24.159063
0.876259,24,24.290512
-0.749544,24,24.415398
2.674312,24,24.523409
2.019607,24,24.655447
1.324614,24,24.774395
1.366578,24,24.895523
0.886211,24,25.01438
1.84718,24,25.115239
2.857434,24,25.233497
-1.002749,24,25.36441
1.114524,24,25.484659
2.142924,24,25.622419
1.099676,24,25.73709
1.641881,24,25.868259
-0.741706,24,25.99653
0.63195,24,26.113552
1.529196,24,26.246801
2.306121,24,26.355389
-0.290406,24,26.496872
-1.20115,24,26.625339
1.446618,24,26.75918
1.185569,24,26.875411
1.765165,24,26.995363
0.974089,24,27.140351
0.812707,24,27.296882
1.65771,24,27.449675
1.975831,24,27.595515
1.498119,24,27.698675
1.224503,24,27.848587
1.603539,24,27.97541
2.046049,24,28.097045
2.07362,24,28.216358
1.774907,24,28.33738
1.286409,24,28.45921
2.218477,24,28.574535
0.8715,24,28.694365
-0.449927,24,28.817441
1.155143,24,28.915431
0.322193,24,29.037773
1.234074,24,29.164394
-0.34751,24,29.297057
1.012229,24,29.408822
-2.091899,24,29.525348
1.892412,24,29.645374
0.909216,24,29.763396
-0.211044,24,29.885358
1.45647,24,30.015479
-0.270652,24,30.137677
-1.581539,24,30.263345
0.533563,24,30.385381
-0.856223,24,30.505407
0.60133,24,30.633137
1.714191,24,30.746411
-0.774355,24,30.876374
-0.822274,24,30.987635
0.447301,24,31.114384
2.747543,24,31.233547
2.124214,24,31.345369
1.453774,24,31.472544
1.831499,24,31.587612
-1.106878,24,31.697418
-0.803479,24,31.824957
0.171902,24,31.937632
0.657606,24,32.058266
1.760276,24,32.18435
2.119975,24,32.312517
2.44942,24,32.443541
1.757745,24,32.597853
-0.844591,24,32.723176
1.116924,24,32.851688
1.645974,24,32.977395
-0.618211,24,33.113371
1.756184,24,33.236439
-0.572782,24,33.356633
1.246335,24,33.480426
0.386448,24,33.613707
-0.981667,24,33.747397
-1.50651,24,33.865418
2.250559,24,33.997694
-1.909617,24,34.115504
0.985284,24,34.237542
0.51791,24,34.374408
1.614324,24,34.489192
2.043139,24,34.594486
2.013722,24,34.718172
0.293729,24,34.855591
0.159834,24,34.987498
1.624933,24,35.104575
-1.902473,24,35.229951
-1.040876,24,35.357751
0.233402,24,35.476146
2.10336,24,35.596469
-2.14801,24,35.705483
1.211532,24,35.837536
1.036289,24,36.007788
2.594697,24,36.184552
1.430488,24,36.32362
0.727453,24,36.436484
-1.175212,24,36.561733
1.53698,24,36.684387
-0.691923,24,36.804357
1.425446,24,36.919762
0.973911,24,37.029175
-0.615221,24,37.149664
-0.197695,24,37.261541
0.606544,24,37.37803
0.71567,24,37.493191
0.360088,24,37.599585
-0.291139,24,37.773266
1.251575,24,37.937229
-1.075171,24,38.074686
0.696897,24,38.20248
1.346205,24,38.318071
1.512896,24,38.425361
-0.54577,24,38.536422
2.364355,24,38.633432
0.60189,24,38.748713
1.896605,24,38.855965
1.534285,24,38.935344
1.887102,24,39.026538
0.397176,24,39.164335
-1.229247,24,39.272494
1.058063,24,39.374343
1.029757,24,39.469401
2.335479,24,39.584347
0.308202,24,39.693237
2.008657,24,39.813601
0.518586,24,39.905379
2.494181,24,40.107498
2.057084,24,40.230473
2.410788,24,40.373095
-1.080631,24,40.487534
0.493849,24,40.641477
2.446894,24,40.755847
0.411546,24,40.88932
0.726844,24,41.005545
-0.926098,24,41.124392
0.064019,24,41.237454
0.263505,24,41.355403
-0.338813,24,41.475482
0.510922,24,41.607581
0.878717,24,41.73575
