#{"t_start": 1763983945.175022, "env_id": "None"}
r,l,t
2.572857,24,0.107154
0.34966,24,0.169124
0.703408,24,0.239012
2.835356,24,0.335717
1.389186,24,0.40117
-1.274183,24,0.628022
-0.574965,24,0.706931
-1.936931,24,0.773347
1.770738,24,0.859214
-0.277407,24,0.93764
0.371761,24,1.169914
-1.486373,24,1.236794
-1.355509,24,1.302277
1.853779,24,1.368998
1.341721,24,1.438005
0.984192,24,1.514738
0.791371,24,1.738989
0.086624,24,1.808971
0.537398,24,1.889047
1.729756,24,1.969897
0.570823,24,2.069167
-0.449177,24,2.337646
2.213063,24,2.407223
1.3822,24,2.478038
1.322185,24,2.547276
0.715657,24,2.609042
1.840241,24,2.837985
0.782953,24,2.908004
0.178853,24,2.98239
1.482728,24,3.038264
2.862726,24,3.118006
-2.233346,24,3.18993
0.499592,24,3.419021
1.532392,24,3.499361
1.035987,24,3.564795
-0.551328,24,3.637964
-1.030417,24,3.711013
0.989335,24,3.919542
2.430576,24,4.016717
1.508535,24,4.089183
1.450428,24,4.167025
0.347726,24,4.237141
-0.084904,24,4.491825
-0.344372,24,4.569041
0.8576,24,4.648943
1.118296,24,4.71681
-1.000223,24,4.784357
0.212147,24,4.85333
-1.036324,24,5.101287
0.624845,24,5.179069
2.003301,24,5.248898
-1.952495,24,5.308282
-0.823439,24,5.380825
1.777794,24,5.618815
0.222127,24,5.689383
1.226124,24,5.754785
1.442234,24,5.833565
0.097141,24,5.90447
-0.041262,24,6.139061
-0.30273,24,6.219054
0.002605,24,6.292997
-0.934176,24,6.37861
-0.054142,24,6.449599
0.642826,24,6.534434
2.119067,24,6.778323
-0.166858,24,6.858336
0.020896,24,6.926723
2.061943,24,7.00056
1.415434,24,7.06934
-0.20523,24,7.316856
1.565617,24,7.389054
1.988548,24,7.469031
-0.171939,24,7.540678
-0.751712,24,7.616852
0.220862,24,7.835907
0.798884,24,7.89941
0.619077,24,7.982989
2.786024,24,8.054662
1.217945,24,8.13226
0.483519,24,8.209992
-0.368644,24,8.437105
-1.806208,24,8.497304
1.372559,24,8.562616
-0.006095,24,8.635541
-0.553123,24,8.709245
-0.326537,24,8.918036
-0.808677,24,8.989458
0.337186,24,9.059331
0.380911,24,9.135282
-0.369631,24,9.208994
-0.028114,24,9.440566
2.006597,24,9.529047
-0.969912,24,9.602151
2.058958,24,9.669212
0.898978,24,9.741691
1.222109,24,9.80901
0.141398,24,10.039023
2.203761,24,10.109373
-0.417077,24,10.183329
1.043091,24,10.258022
0.720597,24,10.334364
1.498091,24,10.54969
2.196577,24,10.62809
0.584447,24,10.699244
-0.091007,24,10.769794
0.564839,24,10.876778
0.253439,24,11.083599
-0.061543,24,11.159046
-0.001335,24,11.239063
0.31933,24,11.316838
-0.835193,24,11.389005
0.304199,24,11.468084
2.282353,24,11.700301
0.305533,24,11.790627
3.036222,24,11.85435
-0.730876,24,11.935575
2.914874,24,12.007255
-1.464714,24,12.24987
-0.62546,24,12.338953
0.204709,24,12.408023
-0.871959,24,12.489074
2.12436,24,12.56916
1.584335,24,12.799634
-0.823731,24,12.871355
2.393981,24,12.939047
2.610803,24,13.019776
2.271803,24,13.089088
0.83387,24,13.169305
-0.948324,24,13.42188
1.391871,24,13.507148
0.361507,24,13.589794
3.648297,24,13.669496
0.037837,24,13.741962
2.14334,24,13.968969
1.181578,24,14.048629
1.482865,24,14.126286
1.566534,24,14.198186
1.957958,24,14.267093
1.477855,24,14.497032
2.640691,24,14.570058
0.382735,24,14.645293
1.912851,24,14.727139
-0.014869,24,14.800608
1.761679,24,14.869939
2.455115,24,15.134667
-0.176102,24,15.207997
0.668186,24,15.307994
0.43598,24,15.569667
0.10618,24,15.771558
-0.134242,24,16.067148
0.153455,24,16.149289
0.112643,24,16.219087
-0.336249,24,16.290009
0.565106,24,16.366136
1.723128,24,16.619069
1.472038,24,16.689083
0.173943,24,16.759042
-1.604159,24,16.829016
-1.339458,24,16.918417
2.170901,24,17.002135
-0.480611,24,17.239188
0.295409,24,17.316189
2.564261,24,17.383499
-0.001388,24,17.448247
-1.48462,24,17.527391
-0.755426,24,17.770227
1.834419,24,17.837121
-0.032514,24,17.912997
2.52751,24,17.978909
0.938343,24,18.046236
0.723237,24,18.274467
-0.496135,24,18.349787
0.37855,24,18.419886
-1.268126,24,18.488298
2.347858,24,18.56915
-1.479197,24,18.639007
3.290482,24,18.858048
1.020622,24,18.93815
0.136535,24,19.006843
-0.291299,24,19.07814
1.534258,24,19.169094
-0.997707,24,19.409362
-0.648492,24,19.474984
1.871917,24,19.552032
-0.724701,24,19.621624
0.032082,24,19.709005
1.971278,24,19.934481
-0.44739,24,20.001565
0.061665,24,20.065996
0.166547,24,20.139402
0.042694,24,20.215433
2.789138,24,20.285378
-2.132072,24,20.516018
-1.371932,24,20.577019
-1.311949,24,20.656757
2.225526,24,20.729033
-0.335933,24,20.799336
1.007786,24,21.033877
0.839929,24,21.089035
2.27932,24,21.161237
1.504152,24,21.229306
1.773227,24,21.299153
-0.6958,24,21.518022
1.668975,24,21.589089
1.630991,24,21.66899
-0.318782,24,21.743144
1.781517,24,21.809015
0.111434,24,21.888019
1.791128,24,22.102715
0.894562,24,22.184886
-0.986388,24,22.24978
-2.145231,24,22.318711
-0.846239,24,22.389086
1.731832,24,22.628106
-0.1429,24,22.703399
1.575415,24,22.777037
2.489831,24,22.850796
2.581011,24,22.92902
0.109518,24,23.163599
-0.405018,24,23.239087
0.58021,24,23.313858
-1.47776,24,23.381944
-0.313454,24,23.450083
1.216992,24,23.522352
0.653369,24,23.757179
0.552087,24,23.850516
-1.221301,24,23.928986
1.607398,24,23.998981
1.576798,24,24.069026
-0.607989,24,24.310039
2.23269,24,24.387759
-1.525804,24,24.449151
0.202968,24,24.51683
-0.51869,24,24.590054
-0.72968,24,24.828107
0.416259,24,24.89813
0.965406,24,24.969134
-1.239544,24,25.049447
0.653621,24,25.119087
-1.083756,24,25.202241
0.359827,24,25.419023
-0.210449,24,25.484969
-1.527609,24,25.559041
0.569845,24,25.631836
0.533905,24,25.701815
0.130676,24,25.948117
1.644218,24,26.019498
-0.607107,24,26.09936
1.731264,24,26.162961
-0.73733,24,26.233953
0.093011,24,26.465694
0.724257,24,26.53695
0.787197,24,26.60702
0.728736,24,26.669056
0.794317,24,26.752368
-1.501039,24,26.838043
0.330949,24,27.068998
-1.256685,24,27.140516
2.747507,24,27.233448
0.488095,24,27.31875
0.993111,24,27.386868
1.942287,24,27.621532
-0.797549,24,27.701122
-0.936891,24,27.782669
1.098757,24,27.859033
1.231311,24,27.933031
0.564261,24,28.159038
2.031473,24,28.24898
-1.205511,24,28.324496
0.928334,24,28.389036
0.654422,24,28.463619
1.776273,24,28.544757
0.247083,24,28.769658
2.156674,24,28.857174
-1.26266,24,28.932434
2.948968,24,29.0012
-0.436384,24,29.069374
-0.132076,24,29.309113
0.367381,24,29.388019
1.828776,24,29.468737
-1.748142,24,29.54005
3.501668,24,29.614461
1.435067,24,29.839191
1.312579,24,29.909009
1.194114,24,29.984089
0.009482,24,30.04988
-1.341246,24,30.120314
1.015866,24,30.201501
1.324917,24,30.419585
2.03539,24,30.489999
2.344133,24,30.566752
1.641448,24,30.63715
-0.461115,24,30.718235
0.71011,24,30.967003
-1.056043,24,31.038062
1.058297,24,31.108099
0.483427,24,31.179357
1.198727,24,31.259241
-0.641622,24,31.481807
1.063466,24,31.549811
2.463946,24,31.628089
-1.334658,24,31.706915
-0.344589,24,31.781055
0.356928,24,31.850959
0.00718,24,32.066648
1.568088,24,32.13197
0.924656,24,32.201412
3.568456,24,32.289032
1.111706,24,32.359029
0.979245,24,32.598053
-0.857225,24,32.678201
0.622653,24,32.750141
1.227409,24,32.819097
0.88936,24,32.889113
1.485439,24,33.118489
0.870232,24,33.189043
0.380309,24,33.269399
2.32803,24,33.349402
0.510025,24,33.419104
-0.476362,24,33.489135
1.288739,24,33.738288
-0.24077,24,33.817847
2.700183,24,33.889067
1.857552,24,33.957097
1.046369,24,34.032037
0.345,24,34.282017
1.535468,24,34.358361
-1.057455,24,34.440642
-0.723684,24,34.499752
0.958011,24,34.592692
1.598435,24,34.81668
1.026504,24,34.914528
0.653917,24,34.989056
0.302327,24,35.059095
2.283009,24,35.159029
0.977693,24,35.237856
2.67723,24,35.468669
-1.43925,24,35.551119
0.94487,24,35.619134
-0.587383,24,35.689031
1.848349,24,35.769153
2.003121,24,36.009066
0.206692,24,36.099061
0.870033,24,36.180887
1.157117,24,36.239072
1.158178,24,36.335537
1.542823,24,36.559097
-1.367609,24,36.639337
1.438323,24,36.714468
0.37606,24,36.782062
-0.485493,24,36.84912
3.137221,24,36.928202
0.698253,24,37.150589
0.547202,24,37.220782
2.645488,24,37.289043
0.357702,24,37.358034
-1.736954,24,37.432914
2.29825,24,37.666316
2.306869,24,37.732941
-0.916929,24,37.815886
0.581244,24,37.879734
1.43923,24,37.957992
1.906975,24,38.179096
0.479582,24,38.250026
1.637964,24,38.308363
-0.31763,24,38.369334
1.556588,24,38.439035
1.387811,24,38.522673
1.260183,24,38.750128
2.087906,24,38.818197
1.577471,24,38.892347
-0.627277,24,38.965127
1.322348,24,39.074726
-0.284557,24,39.289208
1.528599,24,39.383651
0.740917,24,39.449326
0.409073,24,39.528057
-0.351302,24,39.601272
1.831602,24,39.830628
0.409319,24,39.899776
0.50537,24,39.964128
-0.361313,24,40.048189
1.308327,24,40.119061
1.134069,24,40.189067
-0.1295,24,40.410565
-0.309822,24,40.482623
2.703132,24,40.539071
1.210148,24,40.619075
-1.17232,24,40.700104
1.876291,24,40.923582
2.501239,24,40.989195
-1.552355,24,41.049128
3.766624,24,41.122231
1.435058,24,41.20938
1.714014,24,41.454422
2.067551,24,41.518052
1.795553,24,41.586419
-0.83483,24,41.684121
1.966527,24,41.747865
-0.554277,24,41.813011
-1.24513,24,42.058083
1.556598,24,42.124438
1.601019,24,42.200817
-0.675372,24,42.26915
-0.423978,24,42.342769
0.654427,24,42.580534
1.983386,24,42.649813
0.1369,24,42.725947
0.387309,24,42.796294
0.494141,24,42.859036
2.114978,24,43.086925
1.787191,24,43.164734
1.796208,24,43.218289
0.965461,24,43.300638
-0.351693,24,43.369052
1.033457,24,43.439096
3.279571,24,43.668131
0.175556,24,43.739475
1.453353,24,43.81533
-0.391685,24,43.889041
1.326289,24,43.967154
0.093592,24,44.19903
2.793886,24,44.269084
2.361823,24,44.358011
0.744068,24,44.426082
0.759084,24,44.498016
-0.709291,24,44.710044
0.613854,24,44.778271
-0.74414,24,44.84676
2.331879,24,44.927181
1.080708,24,44.988096
2.556444,24,45.051187
1.285308,24,45.301062
2.333854,24,45.369156
0.231592,24,45.450294
-0.373593,24,45.519022
0.778273,24,45.583743
1.912322,24,45.799217
1.904196,24,45.866919
0.0996,24,45.952754
0.974101,24,46.033512
2.301258,24,46.109043
1.919023,24,46.339044
1.456098,24,46.419046
1.981244,24,46.498823
2.286491,24,46.573393
1.835634,24,46.648108
2.065734,24,46.729382
2.920822,24,46.938627
2.360671,24,47.01467
1.558793,24,47.079776
0.125424,24,47.151213
-0.109148,24,47.222496
1.578477,24,47.436937
0.978157,24,47.508271
2.578715,24,47.569165
1.037811,24,47.639075
-0.040406,24,47.715933
1.62139,24,47.939076
1.296539,24,48.019057
0.784009,24,48.10281
0.180896,24,48.174367
-0.621286,24,48.242026
1.378254,24,48.319012
0.03625,24,48.550088
2.186664,24,48.633206
1.704032,24,48.698397
-1.43133,24,48.765612
1.86807,24,48.839096
2.54977,24,49.069071
1.358041,24,49.139072
1.136721,24,49.219077
1.421675,24,49.282188
-0.072844,24,49.369121
-0.635025,24,49.608485
2.366082,24,49.688255
1.570114,24,49.763871
-0.252162,24,49.83122
-0.292106,24,49.899982
-0.758801,24,49.981467
1.746848,24,50.196836
1.752726,24,50.269745
0.325592,24,50.330992
1.788229,24,50.399081
1.054508,24,50.484008
2.450117,24,50.718307
1.20714,24,50.789085
-0.004775,24,50.863564
0.509984,24,50.936832
-1.064777,24,50.999123
2.793227,24,51.244246
1.184573,24,51.320527
0.430058,24,51.389031
-1.016543,24,51.464578
0.998314,24,51.533217
2.122932,24,51.600048
0.515895,24,51.836787
1.684572,24,51.936936
0.697164,24,52.008029
1.391339,24,52.069202
0.940912,24,52.149034
1.117031,24,52.368999
0.22087,24,52.446829
0.415023,24,52.522034
2.491881,24,52.589025
2.135199,24,52.669377
1.833321,24,52.91374
1.031601,24,52.98328
2.147376,24,53.03908
2.055393,24,53.113618
0.593186,24,53.186922
1.428436,24,53.258053
0.951886,24,53.489077
2.013643,24,53.567271
1.899965,24,53.642089
1.604635,24,53.718025
2.660128,24,53.790028
0.368365,24,54.0091
1.940506,24,54.082708
0.250085,24,54.148981
2.419324,24,54.215672
2.218057,24,54.281672
2.293094,24,54.499035
1.403522,24,54.569391
-0.593593,24,54.645786
0.818612,24,54.719087
2.840777,24,54.806963
1.466264,24,54.869033
1.229323,24,55.10918
1.144281,24,55.189767
1.725594,24,55.26552
2.7502,24,55.339551
1.999435,24,55.415072
3.586386,24,55.619015
0.582141,24,55.692174
1.818304,24,55.772037
2.572538,24,55.847733
1.075347,24,55.919052
0.253774,24,56.148733
-0.91956,24,56.217523
0.915484,24,56.287112
4.042747,24,56.363016
1.988474,24,56.438048
2.566171,24,56.508099
-0.856829,24,56.73708
2.413931,24,56.815488
2.425895,24,56.888018
1.33943,24,56.95722
1.734807,24,57.069409
1.021445,24,57.299193
3.217652,24,57.357929
0.644183,24,57.439088
-1.355342,24,57.518357
1.926296,24,57.5816
1.413433,24,57.809752
3.000064,24,57.878047
2.040525,24,57.950043
2.656196,24,58.023009
2.75169,24,58.081059
2.340848,24,58.149605
1.34851,24,58.369079
2.011633,24,58.434601
0.52354,24,58.516804
2.493572,24,58.581288
1.247497,24,58.649122
1.384652,24,58.86938
1.727837,24,58.939086
1.266763,24,59.008052
0.408935,24,59.082698
2.702198,24,59.150153
1.880743,24,59.382055
-0.599909,24,59.44654
3.338632,24,59.518113
3.077623,24,59.58912
1.868471,24,59.664101
0.652947,24,59.738043
0.735833,24,59.949543
1.215591,24,60.018117
0.269844,24,60.100455
2.810746,24,60.163711
2.578106,24,60.233016
1.6852,24,60.459081
1.257949,24,60.549176
0.810531,24,60.647414
0.913058,24,60.739084
-0.116328,24,60.82821
2.344047,24,61.089094
0.689161,24,61.169028
1.998569,24,61.250753
1.507803,24,61.321145
3.762822,24,61.389073
1.899864,24,61.45909
1.257457,24,61.704862
1.111898,24,61.787289
1.907152,24,61.849109
-0.012344,24,61.9229
