#{"t_start": 1763983728.9911664, "env_id": "None"}
r,l,t
-1.487511,24,0.118594
1.780413,24,0.175574
-0.328892,24,0.255225
-0.141934,24,0.3313
-0.70416,24,0.386926
0.529181,24,0.556866
0.714143,24,0.636033
2.007207,24,0.688408
-0.407021,24,0.74973
0.350167,24,0.805596
1.661867,24,0.934591
-0.801056,24,1.011472
1.733415,24,1.067512
1.33074,24,1.114682
-0.819354,24,1.195076
0.932852,24,1.243203
1.205223,24,1.385485
0.329202,24,1.45226
-0.387827,24,1.514983
-0.81765,24,1.593006
-0.388146,24,1.661835
1.114476,24,1.77679
2.917889,24,1.84635
-0.14251,24,1.903597
0.000868,24,1.976433
0.43098,24,2.045167
0.186281,24,2.179114
0.442032,24,2.252558
1.28639,24,2.318966
2.228837,24,2.389775
-1.501026,24,2.476495
0.337859,24,2.53392
1.312241,24,2.668656
0.783282,24,2.744682
1.141126,24,2.808888
0.593712,24,2.87779
2.262014,24,2.952072
-1.077296,24,3.096659
0.390618,24,3.169201
1.965314,24,3.242676
-0.35326,24,3.302854
2.556108,24,3.365052
1.59319,24,3.481646
-1.196366,24,3.529014
1.572734,24,3.591758
1.323554,24,3.6596
1.22266,24,3.714767
1.321141,24,3.780491
0.904227,24,3.891932
0.271086,24,3.958665
0.262833,24,4.023908
-1.212388,24,4.079502
0.13795,24,4.148939
-1.29587,24,4.285718
-1.510739,24,4.354804
0.382266,24,4.415323
1.743104,24,4.47351
0.990608,24,4.536825
-1.24559,24,4.664053
-1.506518,24,4.729632
-1.479197,24,4.798106
-0.575506,24,4.860883
2.276456,24,4.929654
-2.064843,24,5.001076
-2.556971,24,5.127357
1.122323,24,5.197749
0.654252,24,5.252903
0.603403,24,5.326262
-1.200588,24,5.400565
2.432166,24,5.586795
0.494799,24,5.670228
1.519272,24,5.762075
0.742592,24,5.842328
1.764765,24,5.947545
0.963221,24,6.12067
2.067465,24,6.240987
1.098587,24,6.352505
2.69906,24,6.436036
0.382327,24,6.734246
1.546558,24,6.942649
0.915611,24,7.078657
2.01778,24,7.173449
1.4578,24,7.307038
0.345593,24,7.415393
0.485853,24,7.510549
1.55547,24,7.683016
-0.408258,24,7.778045
0.088696,24,7.87067
-0.547627,24,7.985362
2.37347,24,8.059407
-0.965402,24,8.201264
1.769393,24,8.282182
1.435022,24,8.390393
-1.783784,24,8.561747
1.226544,24,8.644962
1.032412,24,8.736098
-0.659141,24,8.960726
-1.621363,24,9.052088
1.800243,24,9.147944
0.965,24,9.253869
-0.792938,24,9.326869
-1.50441,24,10.403934
1.818871,24,10.62761
-0.59995,24,10.73064
-1.467862,24,10.843135
0.965374,24,10.955244
1.618887,24,11.201814
1.359036,24,11.311566
1.895215,24,11.445651
-1.564976,24,11.534439
0.121962,24,11.626301
-0.955766,24,11.717955
-0.043838,24,11.914384
1.070078,24,12.02687
0.584054,24,12.247257
1.673138,24,12.353216
0.564325,24,12.483928
1.098472,24,12.671714
-0.615588,24,12.78084
0.242287,24,12.876791
2.808513,24,12.968073
2.485028,24,13.078084
0.905065,24,13.24507
1.287577,24,13.344414
1.963223,24,13.451691
1.572191,24,13.579527
1.823449,24,13.68471
0.268693,24,13.769475
0.539582,24,13.977909
1.083802,24,14.060982
-1.857216,24,14.201362
0.095516,24,14.31477
1.581102,24,14.428235
1.828072,24,14.576961
1.68252,24,14.659729
-1.138828,24,14.729717
-1.341928,24,14.815841
-0.603146,24,14.893293
-0.514702,24,15.04463
-0.277311,24,15.122761
-0.919892,24,15.222213
2.540242,24,15.315647
2.20967,24,15.411901
-0.272246,24,15.501733
1.754176,24,15.782473
0.043079,24,16.010565
-1.264089,24,16.108852
-1.39648,24,16.179758
0.362063,24,16.252888
-1.739319,24,16.429266
0.294032,24,16.503285
1.450726,24,16.596249
0.614707,24,16.666388
-0.047883,24,16.751881
-0.179761,24,16.914743
2.641423,24,16.993408
1.357035,24,17.070737
1.240277,24,17.142279
-2.051532,24,17.229629
1.734927,24,17.310791
1.681142,24,17.458406
1.324317,24,17.532301
0.606723,24,17.612621
2.668958,24,17.679854
0.959832,24,17.750684
1.317758,24,18.170632
0.783275,24,18.242395
-0.405382,24,18.321699
0.460805,24,18.418181
0.715191,24,18.501442
0.201731,24,18.740119
0.038368,24,18.840453
1.225365,24,19.689708
0.516942,24,19.806196
1.951067,24,19.893878
-1.321771,24,19.994575
-0.113307,24,20.208596
2.424722,24,20.286727
0.971882,24,20.365016
-1.033008,24,20.441882
-0.730791,24,20.523583
-0.759569,24,20.687146
3.335122,24,20.820898
-0.123339,24,21.038745
0.877449,24,21.158694
-0.037102,24,21.248587
-0.064389,24,21.50385
0.304025,24,21.612527
1.865101,24,21.708958
1.007302,24,21.801222
1.639144,24,22.00796
-1.970222,24,22.095917
1.451602,24,22.299686
1.612706,24,22.466197
-0.363692,24,22.567933
1.486387,24,22.665016
-1.565678,24,22.789615
1.192134,24,22.998114
1.368978,24,23.105863
0.946622,24,23.202322
1.6022,24,23.305465
-0.936201,24,23.402544
-0.809159,24,23.626922
0.604495,24,23.716529
0.618211,24,23.82784
0.595885,24,23.910889
2.387501,24,23.998937
-0.438078,24,24.097876
0.205203,24,24.304167
-1.109747,24,24.396259
1.787111,24,24.473319
2.152644,24,24.616488
-0.815347,24,24.736803
-0.599163,24,24.904045
-0.476297,24,24.978832
1.107205,24,25.061878
1.156983,24,25.14653
1.967123,24,25.261872
-0.105811,24,25.433115
2.630316,24,25.564959
1.500914,24,25.656057
1.236057,24,25.746792
1.713793,24,25.818899
1.501186,24,25.900553
0.60934,24,26.051194
0.013273,24,26.126799
0.814927,24,26.197837
1.477422,24,26.280453
-0.807797,24,26.36096
1.466214,24,26.498085
1.355918,24,26.578108
1.099139,24,26.645497
1.634093,24,26.717825
1.578768,24,26.798759
-0.210681,24,27.017811
0.553674,24,27.121925
1.35521,24,27.208904
0.774119,24,27.292885
-0.537097,24,27.365598
0.702744,24,27.460716
0.997762,24,27.605576
0.713845,24,27.687498
-0.711902,24,27.800348
-0.835902,24,27.899002
-0.450425,24,27.96704
-0.608807,24,28.087456
-0.404132,24,28.164058
0.202663,24,28.304129
0.24889,24,28.462806
0.728753,24,28.6232
-0.847646,24,28.768532
0.395975,24,28.864298
2.177487,24,28.954432
1.877615,24,29.030751
1.831035,24,29.120262
1.139261,24,29.207721
0.834684,24,29.410101
1.444614,24,29.529001
0.436114,24,29.616976
-0.603117,24,29.751019
-0.897522,24,29.860904
1.889185,24,30.031328
1.187761,24,30.096838
0.84387,24,30.206001
1.854982,24,30.278589
-1.227174,24,30.359123
-0.299193,24,30.523816
1.052708,24,30.63299
2.405849,24,30.935775
-0.346924,24,31.545057
-1.126906,24,31.762211
2.242221,24,31.845948
1.342363,24,31.991581
0.299309,24,32.082084
0.558261,24,32.180857
0.140849,24,32.347849
1.654987,24,32.424958
-1.269788,24,32.6477
0.710353,24,32.720607
-0.368058,24,32.822504
2.238267,24,32.915683
-0.634764,24,32.997707
-1.525653,24,33.153318
0.057763,24,33.228576
-0.297142,24,33.302692
-0.77993,24,33.377689
1.820358,24,33.446357
-0.794598,24,33.508723
2.963268,24,33.656713
2.959509,24,33.72954
1.404169,24,33.828152
0.261526,24,33.930813
0.593067,24,34.017799
0.393985,24,34.168046
2.753184,24,34.267995
-0.321032,24,34.37398
0.65952,24,34.458426
1.346359,24,34.52862
0.848685,24,34.718695
0.849075,24,34.835428
1.29323,24,34.986518
1.945779,24,35.081089
1.193268,24,35.174611
0.00922,24,35.246833
1.71844,24,35.393252
2.68781,24,35.48
0.564959,24,35.616851
0.489726,24,35.718148
2.471877,24,35.825037
1.514765,24,35.997696
1.478137,24,36.084609
2.015371,24,36.17064
-1.301454,24,36.265313
-0.410002,24,36.353655
-1.32309,24,36.51781
-1.197494,24,36.6477
-0.764774,24,36.729645
-0.325688,24,36.81165
2.951462,24,36.897522
0.834135,24,36.970491
1.422795,24,37.128157
0.596097,24,37.205722
0.460002,24,37.278232
0.104914,24,37.35858
1.857625,24,37.43216
-0.189646,24,37.559963
0.901008,24,37.628512
-0.519886,24,37.696721
2.248704,24,37.756821
1.756939,24,37.833742
-0.615921,24,37.995686
0.442147,24,38.07399
2.670812,24,38.185664
1.321103,24,38.251871
1.454509,24,38.317822
-0.298083,24,38.39018
3.082649,24,38.538732
0.933216,24,38.616551
0.084495,24,38.697836
-1.669679,24,38.767763
0.158826,24,38.843001
-0.212456,24,38.986727
0.598516,24,39.055939
0.434674,24,39.12565
2.089505,24,39.19874
1.355799,24,39.279455
-0.650066,24,39.423848
1.707781,24,39.508858
1.685108,24,39.579964
1.784153,24,39.644367
0.863808,24,39.714836
-1.824456,24,39.797327
2.249738,24,39.926918
1.577645,24,40.005592
0.595735,24,40.085895
1.959818,24,40.157525
0.063539,24,40.227741
-1.088074,24,40.377801
2.219013,24,40.448081
0.895552,24,40.517755
2.341973,24,40.601013
-1.551026,24,40.69215
0.173581,24,40.858406
0.374215,24,40.932668
1.074757,24,41.006853
0.166608,24,41.107347
0.981129,24,41.192439
1.040954,24,41.267702
-1.872635,24,41.427693
1.069244,24,41.49804
1.164669,24,41.572159
0.664134,24,41.657454
0.634001,24,41.732264
-0.615446,24,41.896791
2.598438,24,41.976769
1.113967,24,42.065701
-0.002291,24,42.145809
-0.731651,24,42.227892
2.087401,24,42.397736
-1.178828,24,42.480907
1.522584,24,42.566779
1.58949,24,42.644731
-1.733196,24,42.729126
-0.935432,24,42.833826
2.188649,24,43.099817
-0.174975,24,43.218439
0.020567,24,43.328878
-0.079098,24,43.427897
-0.140124,24,43.520366
-0.678659,24,43.715767
0.401718,24,43.813611
