#{"t_start": 1763985338.4044583, "env_id": "None"}
r,l,t
-0.493604,24,0.314416
1.212664,24,0.433874
-1.313178,24,0.567443
1.709891,24,0.681772
1.613809,24,0.808583
0.927617,24,1.006169
1.367398,24,1.11221
1.606453,24,1.227732
0.147403,24,1.372921
-1.651694,24,1.898611
1.012031,24,2.401994
2.931906,24,2.510568
2.448459,24,2.639626
1.673852,24,2.739681
1.836578,24,2.859032
-1.884758,24,2.966806
-0.620332,24,3.059077
1.263257,24,3.16868
0.692175,24,3.258616
3.140455,24,3.339604
1.180319,24,3.439608
0.802991,24,3.52969
1.189153,24,3.639621
1.210955,24,3.727807
1.314063,24,3.827626
1.801596,24,3.929578
1.66178,24,4.018813
1.608037,24,4.119582
-1.048562,24,4.212884
0.769807,24,4.307581
1.392792,24,4.413213
-1.222995,24,4.49956
-0.588665,24,4.590595
1.978934,24,4.681734
0.175181,24,4.769543
-0.969544,24,4.870136
1.393465,24,4.968594
-0.515429,24,5.058905
1.513102,24,5.147746
-0.840205,24,5.239108
-2.179186,24,5.337439
-0.612428,24,5.41855
-2.080691,24,5.52985
1.175889,24,5.608689
-0.817007,24,5.69861
1.181693,24,5.801524
1.569177,24,5.889576
1.327474,24,5.997766
-0.863711,24,6.089622
3.661391,24,6.183349
-0.599384,24,6.2789
1.14756,24,6.369654
0.221355,24,6.462512
-0.202115,24,6.559601
0.762774,24,6.648594
0.144647,24,6.757687
2.867041,24,6.917506
-0.062337,24,7.017762
2.096667,24,7.110634
-0.550832,24,7.199654
2.477419,24,7.309798
1.313488,24,7.398629
0.416618,24,7.479626
1.470724,24,7.579638
1.094044,24,7.669605
0.91249,24,7.771302
2.19061,24,7.872548
2.326516,24,7.951708
2.240565,24,8.028954
1.825944,24,8.120569
0.977142,24,8.20968
-0.171936,24,8.301718
1.073783,24,8.408573
2.351265,24,8.498896
1.236089,24,8.579808
0.73867,24,8.678585
-0.5002,24,8.769696
0.988878,24,8.880994
1.213856,24,8.963969
2.420012,24,9.051696
0.110323,24,9.152245
-2.104685,24,9.235967
-0.458506,24,9.341303
1.187866,24,9.45183
2.206825,24,9.546536
2.569687,24,9.651572
0.877499,24,9.729604
1.190783,24,9.841348
1.299141,24,9.931415
1.511093,24,10.018222
-0.240896,24,10.118791
2.057013,24,10.212026
1.767826,24,10.309562
0.226509,24,10.397359
0.71656,24,10.478787
-1.19657,24,10.569573
-0.510882,24,10.65181
0.885496,24,10.75378
0.259169,24,10.840021
1.793699,24,10.92995
-0.84154,24,11.031018
0.12328,24,11.130011
2.368031,24,11.227459
0.001403,24,11.308928
0.701598,24,11.402679
1.716776,24,11.502505
2.081954,24,11.600626
1.680804,24,11.702095
-0.613154,24,11.801695
1.716952,24,11.901463
-0.252989,24,11.987723
-0.172476,24,12.080287
-0.177494,24,12.192196
-0.138895,24,12.269718
-1.146942,24,12.359927
1.817122,24,12.469667
-0.275131,24,12.550004
-0.083216,24,12.639868
2.215205,24,12.739615
0.57514,24,12.829623
-0.445417,24,12.929585
-0.133576,24,13.009645
3.301525,24,13.10764
0.145946,24,13.189619
1.368604,24,13.269673
0.43737,24,13.386539
-0.047875,24,13.469601
