#{"t_start": 1763985938.8671186, "env_id": "None"}
r,l,t
1.05378,24,0.109688
1.080423,24,0.196393
-0.559945,24,0.276617
-0.463925,24,0.366299
-0.980022,24,0.446409
0.308246,24,0.539438
-0.460733,24,0.61734
2.255186,24,0.698768
-0.444055,24,0.77669
1.30558,24,0.864089
-0.212915,24,0.959612
1.450001,24,1.03533
-1.316887,24,1.112936
0.975636,24,1.188993
0.881442,24,1.267656
1.835492,24,1.356765
1.392921,24,1.442957
0.353685,24,1.520832
0.236466,24,1.599786
0.714898,24,1.679601
1.837485,24,1.776449
-0.201583,24,1.8765
3.517066,24,1.956451
-0.024702,24,2.039012
0.585402,24,2.13395
-0.145801,24,2.226308
0.967789,24,2.306364
0.394006,24,2.395352
1.1633,24,2.476385
-0.338049,24,2.566352
-1.854777,24,2.6666
0.308503,24,2.744294
2.67712,24,2.819682
0.335592,24,2.913397
1.430292,24,2.997179
1.550619,24,3.096828
0.821444,24,3.16642
2.285193,24,3.255369
1.112903,24,3.345501
0.813982,24,3.426384
0.233992,24,3.527236
2.165327,24,3.60638
-0.108465,24,3.689836
0.008936,24,3.766345
-1.233058,24,3.839586
1.429945,24,3.941369
1.246857,24,4.026385
0.976678,24,4.108184
1.435707,24,4.194412
0.34231,24,4.266428
0.943693,24,4.354219
-0.187639,24,4.436465
0.338216,24,4.516613
0.689075,24,4.599588
-0.098424,24,4.676332
0.649987,24,4.766373
1.210309,24,4.866311
0.231905,24,4.948583
1.102659,24,5.026574
0.923573,24,5.106409
0.932571,24,5.206225
-0.441559,24,5.27791
1.892109,24,5.356781
-2.668785,24,5.449804
-0.564598,24,5.536343
1.185489,24,5.626387
1.157377,24,5.700126
0.00521,24,5.788994
0.267391,24,5.869339
0.904797,24,5.950413
0.924506,24,6.04643
2.74529,24,6.142417
0.675874,24,6.226386
-0.611976,24,6.306386
-0.266324,24,6.38534
2.767518,24,6.478981
-0.566795,24,6.56536
1.533912,24,6.645385
0.749266,24,6.724611
1.143395,24,6.807033
1.53928,24,6.899512
3.317985,24,6.975364
0.745703,24,7.056468
-0.326771,24,7.143073
-0.205268,24,7.206346
2.444724,24,7.306335
1.436562,24,7.388993
0.467314,24,7.466309
-1.157583,24,7.549485
0.383081,24,7.636523
1.775069,24,7.726648
0.15122,24,7.816352
-1.000862,24,7.895714
1.01202,24,7.976751
2.096064,24,8.066411
-0.303634,24,8.156579
-0.200341,24,8.236355
1.455278,24,8.298467
-0.094161,24,8.386502
2.123585,24,8.466397
0.557104,24,8.556448
-1.099179,24,8.638358
1.122177,24,8.719689
0.612852,24,8.804153
0.287842,24,8.888968
1.899611,24,8.988979
0.171353,24,9.066323
0.006725,24,9.145467
1.961519,24,9.225369
1.01098,24,9.295658
-0.657956,24,9.385328
