#{"t_start": 1763982685.1444254, "env_id": "None"}
r,l,t
1.119392,24,0.082109
1.265654,24,0.121846
0.186985,24,0.161365
1.704556,24,0.20707
-1.840193,24,0.250815
-0.645197,24,0.557956
-1.209573,24,0.600405
-0.500478,24,0.629837
-0.564712,24,0.667918
2.365503,24,0.698919
0.10631,24,0.972085
0.866311,24,1.044719
1.798901,24,1.100505
0.93532,24,1.156378
2.615534,24,1.199842
-0.416442,24,1.232571
-1.357161,24,1.529192
-2.098723,24,1.573916
0.633272,24,1.611828
1.820765,24,1.648806
1.512794,24,1.68294
0.857193,24,1.983887
-0.346612,24,2.014611
1.983287,24,2.044239
0.708771,24,2.093602
1.049493,24,2.134074
1.683616,24,2.461736
0.592981,24,2.499293
1.466421,24,2.536014
-0.078833,24,2.568915
1.579309,24,2.607006
1.821748,24,2.647057
-0.637662,24,2.95887
-0.676612,24,2.996305
1.43164,24,3.030838
-0.982455,24,3.061599
-0.736172,24,3.099102
2.47324,24,3.401411
0.72515,24,3.431983
-1.118096,24,3.469832
-1.793147,24,3.502235
-1.260427,24,3.538315
1.610828,24,3.840802
2.272713,24,3.878049
0.949248,24,3.907757
1.651948,24,3.939046
1.514487,24,3.978684
-0.141408,24,4.011569
1.66952,24,4.302613
0.412342,24,4.334964
0.33596,24,4.372318
1.43704,24,4.407687
1.019474,24,4.439791
0.422528,24,4.814298
1.544842,24,4.880491
1.531664,24,4.933928
2.582521,24,4.976397
0.852997,24,5.013455
-0.614613,24,5.379946
1.690366,24,5.41975
0.892128,24,5.477887
1.866274,24,5.519785
1.211886,24,5.561828
1.172446,24,5.611571
1.383384,24,5.97774
-0.511792,24,6.040045
1.539834,24,6.113163
2.951143,24,6.196764
1.529322,24,6.252181
-0.801812,24,6.798788
1.731581,24,6.866596
0.890514,24,6.938454
1.461668,24,7.011669
-1.92549,24,7.089216
-0.124757,24,7.666579
0.451301,24,7.729732
0.834634,24,7.787809
-0.84008,24,7.846487
0.395721,24,7.910405
1.405371,24,7.965175
0.622176,24,8.406572
-0.334415,24,8.465457
0.45387,24,8.520462
2.082225,24,8.579874
2.363911,24,8.642555
-0.459672,24,9.119407
0.030802,24,9.180938
0.988903,24,9.243144
1.855878,24,9.301731
3.812749,24,9.361448
-0.039931,24,9.689809
-1.991898,24,9.736547
0.436048,24,9.77463
1.294054,24,9.812885
1.388634,24,9.849858
0.64664,24,9.8898
1.416312,24,10.249735
-0.176657,24,10.296829
3.631241,24,10.339853
-1.122706,24,10.382998
-0.013545,24,10.427587
-0.269088,24,10.777706
0.632275,24,10.819863
1.495672,24,10.8619
0.515987,24,10.895676
0.081168,24,10.931641
1.400424,24,11.270901
1.370642,24,11.311815
-1.564867,24,11.356365
-1.135886,24,11.39291
1.334635,24,11.429671
1.579655,24,11.471052
0.16165,24,11.790376
1.855595,24,11.838952
2.570184,24,11.882812
-0.138039,24,11.947587
0.335731,24,11.979615
0.626831,24,12.319418
0.425936,24,12.372155
1.029018,24,12.413137
2.754476,24,12.454612
1.531085,24,12.494064
0.954258,24,12.807331
2.0642,24,12.848682
0.826102,24,12.89072
2.976683,24,12.937554
0.43513,24,12.979827
1.322452,24,13.017625
-0.391539,24,13.342853
0.357442,24,13.3906
-0.601845,24,13.446457
1.98982,24,13.48766
1.741829,24,13.532686
-0.247274,24,13.88337
0.769835,24,13.920346
1.195943,24,13.95972
2.268945,24,13.994267
0.599229,24,14.035141
1.293375,24,14.380975
2.663397,24,14.420265
0.676251,24,14.462364
-0.088934,24,14.511603
1.320493,24,14.542377
1.472338,24,14.579349
0.568548,24,14.916065
2.027217,24,14.953347
-0.092964,24,14.989771
-0.717708,24,15.039629
0.572731,24,15.073935
-0.668564,24,15.411689
1.734176,24,15.451874
1.168462,24,15.49441
-0.507149,24,15.532908
2.472252,24,15.572121
1.819076,24,15.959849
0.665865,24,15.999016
0.930298,24,16.048926
-0.062229,24,16.095405
2.168409,24,16.136385
0.226468,24,16.168853
2.042464,24,16.487916
1.732737,24,16.531728
0.229374,24,16.568781
2.967008,24,16.614095
0.79135,24,16.659207
0.115672,24,16.977866
1.316379,24,17.011523
-0.513058,24,17.079812
2.058192,24,17.11199
1.840695,24,17.16311
0.609878,24,17.489258
1.518128,24,17.519808
1.451996,24,17.562615
1.934877,24,17.602257
1.72534,24,17.644965
2.651468,24,17.689294
2.556062,24,18.087626
0.790237,24,18.148802
-1.293005,24,18.219938
1.748923,24,18.282872
1.513785,24,18.340279
-0.821373,24,18.815532
2.381315,24,18.877535
3.211101,24,18.948454
3.521278,24,19.017946
1.410997,24,19.081563
1.277525,24,19.597573
1.075085,24,19.638767
1.362518,24,19.678738
2.687018,24,19.72895
1.460266,24,19.785064
0.429764,24,19.866063
-0.372665,24,20.275667
2.44054,24,20.324302
2.442787,24,20.366953
1.103159,24,20.409309
0.998338,24,20.449884
1.612716,24,20.791166
