#{"t_start": 1763982129.760601, "env_id": "None"}
r,l,t
-0.444256,24,0.058677
2.366641,24,0.070268
1.100211,24,0.079713
0.451326,24,0.084664
0.544671,24,0.099303
-0.192264,24,0.101301
1.260773,24,0.116023
-0.117245,24,0.123029
-1.403993,24,0.134639
1.341334,24,0.140265
2.193522,24,0.151323
-0.261145,24,0.160329
-1.215877,24,0.174674
1.837722,24,0.185397
0.51108,24,0.195326
-0.596918,24,0.203361
-1.029478,24,0.210267
1.376765,24,0.222608
0.007948,24,0.230275
2.918977,24,0.239228
0.803294,24,0.256077
-0.065778,24,0.260316
1.770948,24,0.270459
-0.479554,24,0.279133
-0.602073,24,0.29023
0.687498,24,0.298298
-0.941536,24,0.301235
-1.149577,24,0.309307
-0.74163,24,0.322615
0.844578,24,0.330241
0.205305,24,0.339267
1.211494,24,0.349326
1.63643,24,0.359233
1.327585,24,0.367967
0.077914,24,0.370265
-1.459527,24,0.384265
1.416203,24,0.390255
0.362913,24,0.400766
0.260703,24,0.410261
-0.912863,24,0.42026
1.16607,24,0.432705
0.409479,24,0.440274
-0.707031,24,0.451929
0.558528,24,0.460255
0.194037,24,0.469506
0.622113,24,0.469506
-0.969873,24,0.483586
2.023484,24,0.490235
-1.051826,24,0.50032
0.800575,24,0.501318
1.372535,24,0.51703
2.095676,24,0.522839
1.939849,24,0.534589
1.107323,24,0.540331
0.930883,24,0.548461
-0.814155,24,0.551314
0.425695,24,0.561615
2.048862,24,0.569513
1.328501,24,0.578301
-0.979421,24,0.58561
1.674094,24,0.589598
1.040099,24,0.60132
3.371012,24,0.608526
0.310066,24,0.616022
-2.244952,24,0.622988
-1.140127,24,0.630259
-0.767593,24,0.634615
3.084614,24,0.640266
1.409072,24,0.651785
2.525728,24,0.662621
0.460862,24,0.673212
-0.301593,24,0.680253
-0.083034,24,0.690276
1.278399,24,0.7014
0.479551,24,0.710171
1.468822,24,0.719235
1.323812,24,0.730289
-2.820783,24,0.73924
0.570393,24,0.745295
0.007764,24,0.760223
0.401138,24,0.770302
0.955586,24,0.78359
-0.601489,24,0.7932
2.012428,24,0.800724
0.537593,24,0.810251
1.95189,24,0.819542
2.122681,24,0.823102
1.892116,24,0.839227
2.237449,24,0.848024
-0.554809,24,0.851276
1.129343,24,0.860249
1.824217,24,0.868232
2.310992,24,0.880275
-1.586469,24,0.889216
1.769174,24,0.896033
-0.927666,24,0.901306
1.546221,24,0.911966
-0.428016,24,0.919461
0.84202,24,0.928106
-0.442221,24,0.9346
-0.649529,24,0.945467
1.143283,24,0.957964
0.729497,24,0.970218
3.080354,24,0.982498
1.074953,24,0.997684
1.644077,24,1.011062
1.732325,24,1.021619
-1.742512,24,1.030255
-0.880606,24,1.04831
1.745245,24,1.059435
1.211213,24,1.069216
0.931091,24,1.079247
-0.409523,24,1.089226
