#{"t_start": 1763986114.3225334, "env_id": "None"}
r,l,t
3.240735,24,0.118816
-1.570783,24,0.204706
2.152899,24,0.290033
1.92312,24,0.387594
0.238299,24,0.478934
-0.330429,24,0.584181
2.05363,24,0.663119
0.320836,24,0.735968
1.617837,24,0.807054
-1.01501,24,0.902074
1.618332,24,1.003018
-0.966671,24,1.080464
-0.533257,24,1.158594
-0.210158,24,1.230023
0.429588,24,1.296902
-0.797648,24,1.37401
1.25161,24,1.445475
0.056322,24,1.524645
-0.973241,24,1.601989
2.221942,24,1.671203
0.385974,24,1.763907
0.412463,24,1.831678
2.216127,24,1.900023
-1.16148,24,1.973681
0.005207,24,2.042779
-0.001984,24,2.1233
1.807679,24,2.199124
1.036974,24,2.277922
1.246048,24,2.347369
0.754319,24,2.421041
3.051514,24,2.499585
-0.106455,24,2.580034
0.282284,24,2.750012
-0.046454,24,2.852907
1.433396,24,2.933901
2.029965,24,3.021089
-0.681415,24,3.109031
0.286667,24,3.191129
3.178682,24,3.271123
1.953701,24,3.352896
2.37846,24,3.459063
0.856892,24,3.531137
0.676461,24,3.611045
1.954861,24,3.691194
1.235172,24,3.774873
0.532326,24,3.854514
0.072481,24,3.931136
-1.573647,24,4.011143
1.203301,24,4.091124
2.150865,24,4.171057
0.097913,24,4.265252
0.288407,24,4.338929
-0.667997,24,4.433182
-0.522861,24,4.500148
-1.040483,24,4.571123
0.054657,24,4.671092
0.584446,24,4.76015
0.534837,24,4.841085
0.291373,24,4.921068
-0.519193,24,5.001178
-0.381013,24,5.086199
-0.055955,24,5.17109
-1.824479,24,5.252808
-0.003977,24,5.333707
1.185257,24,5.409076
0.319065,24,5.483447
0.230054,24,5.571041
0.506372,24,5.653035
0.819476,24,5.720231
2.052438,24,5.808914
1.976235,24,5.899369
-0.758983,24,5.992844
0.379455,24,6.063894
0.202613,24,6.151045
-0.039403,24,6.26907
0.502528,24,6.402373
0.63642,24,6.484199
2.398562,24,6.54818
0.798855,24,6.633268
0.834991,24,6.714004
1.459494,24,6.811063
-1.230004,24,6.89448
-0.121406,24,6.970142
0.324795,24,7.061109
0.65653,24,7.152682
0.443406,24,7.243717
3.200844,24,7.338866
2.727043,24,7.419331
-0.245748,24,7.514734
2.560359,24,7.600057
1.477034,24,7.699766
1.098289,24,7.787806
2.764692,24,7.87143
0.874976,24,7.950554
-0.568619,24,8.039118
2.581586,24,8.124624
0.653586,24,8.202246
1.987048,24,8.291257
1.262713,24,8.361079
-0.152029,24,8.441061
1.234479,24,8.533706
1.590921,24,8.608906
1.149582,24,8.69112
0.140997,24,8.770539
1.385172,24,8.851249
-0.671058,24,8.941142
0.830526,24,9.021034
-1.507052,24,9.102697
1.018728,24,9.190287
2.180351,24,9.260058
0.825019,24,9.371078
-0.776696,24,9.461595
1.662617,24,9.541185
0.515991,24,9.623202
4.345187,24,9.709121
2.317922,24,9.801128
1.961315,24,9.899246
-0.412571,24,9.961003
-0.693568,24,10.041019
0.829604,24,10.136062
-0.744582,24,10.231191
2.480922,24,10.311146
1.019266,24,10.383717
0.038556,24,10.469069
1.229738,24,10.542765
1.238937,24,10.634171
2.396736,24,10.718882
-0.271617,24,10.800149
-0.296042,24,10.883962
1.439505,24,10.961116
-1.613003,24,11.061091
2.87221,24,11.143904
-0.326161,24,11.230098
1.806673,24,11.312575
